MPA,Islas_estudio,RP,SB,S,C,Estudio,Type,Grupo de estudio,Number,Topic,year,Titulo,Autor,Resumen,Indicadores 
Revillagigedo,Clarión y Socorro,NA,NA,S,C,Directo,Presentación Oral,Tortugas,1,Anidación tortugas marinas,2002,First study of the green/black turtles of the Revillagigedo Archipelago: a unique nesting stock in the Eastern Pacific. In Twenty-Second Annual Symposium on Sea Turtle Biology and Conservation.,"Juarez-Ceron, J. A., Sarti-Martinez, A. L., y Dutton, P. H.","Se describe como el primer estudio sobre las tortugas verdes y negras del Archipiélago de Revillagigedo en el Pacífico Oriental, incluyendo la identificación de las especies, la estimación de la abundancia y la distribución de las tortugas adultas, y la recolección de datos sobre la biología y la anidación de las tortugas. El estudio muestra que el Archipiélago de Revillagigedo es un importante sitio de anidación para las tortugas verdes y negras en la región y que su población es única y distintiva.","Marcaje, monitoreo en sitios de anidanción"
Revillagigedo,Todas,RP,SB,S,C,Directo,Capitulo de libro,Peces,1,Biogeografía ,2002," La ictiofauna de las Islas Revillagigedo y sus relaciones zoogeográficas, con comentarios acerca de su origen y evolución.","Castro-Aguirre, J.L y Balart, E.","Se presenta un análisis detallado de la ictiofauna de las Islas Revillagigedo, con énfasis en las especies endémicas y su relación con otras regiones, con una discusión sobre su origen y evolución.",Listado taxonómico
Revillagigedo,Socorro,NA,NA,S,NA,Directo,Artículo,Invertebrados,1,Estructura de biota macrobentónica,2002,"Abundancia y diversidad de los invertebrados, litorales de isla Socorro, Archipielago Revillagigedo, Mexico.","Mille-Pagaza, S., Carrillo, J., Pérez-Chi, A. y Sánchez-Salazar, M.E.","Se analiza la estructura de la biota macrobentónica litoral de isla Socorro, Archipiélago Revillagigedo, Colima, México en función de la composición, abundancia, diversidad y distribuciónde las especies de invertebrados.","Composición, abundancia, diversidad y distribución"
Revillagigedo,San Benedicto,NA,SB,NA,NA,Directo,Artículo,Aves,1,Abundacia poblacional ,2002,"The changing status of marine birds breeding at San Benedicto Island, México",R.L. Pitman y L.T Ballance,"We reviewed the status of the breeding marine birds on San Benedicto Island, Mexico, based on >100 years of published observations and seven of our own surveys conducted between 1978 and 2000. We found that there have been marked changes in the island avifauna with two main trends evident. First, a volcanic eruption destroyed much of the island in 1952. The Wedge-tailed Shearwater (Puffinus pacificus; estimated breeding population 1,000 pairs), Townsend's Shearwater (Puffinus auricularis; probable breeder, small numbers), and Red-footed Booby (Sula sula; 60 pairs) historically had much larger populations, but they apparently never fully recovered from the eruption. The Masked Booby (Syla dactylatra; 2,185 pairs), however, has become much more abundant perhaps due to changes in the vegetation. The second trend is that within the last three decades at least two, and possibly four, species from the central Pacific have colonized the island. The Laysan Albatross (Phoebastria immutabilis; 12 pairs) started breeding in the late 1980s; Black-footed Albatross (Phoebastria nigripes; I pair) in 2000. Red-tailed Tropicbirds (Phaethon rubricauda; probable breeder, 10 pairs) may have started breeding in the 1980s, and at least some of the breeding Brown Boobies (Sula leucogaster; 300 pairs) are from central Pacific populations. The reason(s) for this influx of central Pacific species is unknown, but likely involves changes in the marine environment. Other breeding species include the Red-billed Tropicbird (Phaethon aethereus; 200 pairs), Nazca Booby (Sula granti; 50 pairs), Great Frigatebird (Fregata minor; 165 pairs), and Magnificent Frigatebird (Fregata magnificens; 5 pairs).",Observaciones visuales 
Revillagigedo,Socorro,NA,NA,S,NA,Directo,Tesis de licenciatura ,Invertebrados,1,Taxonomía ,2002,"Contribucion al conocimiento de la composicion faunistica de los anelidos poliquetos y equinodermos asociados a sustratos duros de la Isla Socorro, Archipielago de Revillagigedo, Mexico ",S.C. Frontana-Uribe,"El objetivo de este estudio fue contribuir al conocimiento de la composición faunística de los anélidos poliquetos y equinodermos asociados a sustratos duros de la Isla Socorro, identificando taxonómicamente a nivel de especie a los organismos muestreados, además se elaboró una publicación a manera de atlas monográfico, que facilite la identificación de la fauna de poliquetos y equinodermos de la Isla. Se muestrearon siete estaciones, tres de ellas en la zona intermarcal y cuatro en la zona sublitoral, a profundidades de 0.40 a 20.5 m. Se identificaron hasta el nivel taxonómico de especie, 830 organismos pertenecientes a la Clase Polychaeta, seis a la Clase Asteroidea, 271 a la Ophiuroidea, 27 a la Echinoidea y ocho a la Holothuroidea. Las especies Typosyllis magna y Lygdamis nesiotes, se registran por primera vez para los mares de México y el sílido Ehlersia ferrugina por primera vez para el Pacífico Mexicano. En la Isla Socorro se registran por primera vez las familias Paraonidae, Oenonidae, Chrysopetalidae, Pilargidae y Spionidae, 34 especies de anélidos poliquetos y el ofiuroidco Ophiocomel/a schmitti y las especies !danthyrsus sp, y los cirratúlidos Chaetozone sp. A y Chaetozone sp. B, son potencialmente nuevas para la ciencia. La familia Syllidae, es la que posee el mayor número de especies, mientras que las familias Ophiactidae y Sabellariidae son las que registran los mayores valores de abundancia.La fauna de poliquetos y equinodermos que habita en los substratos duros de la isla Socorro es diversificada, sin embargo, en su distribución no se identificaron tendencias geográficas, ni ningún patrón especifico, ya que más de la mitad de las especies se distribuyen ampliamente en el área de estudio. Las relaciones faunisticas entre las estaciones de muestreo indican que, de acuerdo con su composición específica, se agrupan en tres asociaciones principales, basadas en las variaciones en el número de especies, especímenes, y en las especies que consideramos que en este caso las  caracterizan, básicamente por su abundancia.",Identificación taxonómica
Revillagigedo,"Clarión, Socorro",NA,NA,S,C,Directo,Artículo,Aves,1,Bioacústica ,2002,La investigación bioacústica de las aves del Archipiélago de Revillagigedo: un reporte de avance ,"Luis F. Baptista , Juan E. Martínez Gómez","Las canciones de las aves se han convertido en herramientas importantes para estudios taxonómicos, de ecología del comportamiento y de selección sexual. En esta contribución presentamos y comparamos las vocalizaciones de 12 especies de aves de las islas Socorro y Clarión del Archipiélago de Revillagigedo. Mostramos espectros sonoros de algunas vocalizaciones, así como una discusión de sus características y diferencias geográficas – a nivel de deme, subespecie o especie. Comparamos las vocalizaciones de algunas aves con aquéllas de sus contrapartes continentales. Documentamos algunos eventos acústicos relevantes, como son las vocalizaciones de las hembras de algunas especies, los duetos antifonales de la matraquita de Isla Socorro, o las contravocalizaciones que los cenzontles de Isla Socorro intercambian con sus vecinos al amanecer o al anochecer. Además, discutimos la aplicación de los cantos y las llamadas de algunas especies en tareas de conservación, tales como el levantamiento de censos poblacionales, la identificación de sexos o el recuento de individuos célibes o apareados. También proponemos algunas líneas que la investigación bioacústica en esta región insular pudiera tomar en el futuro.",Bioacustica
Revillagigedo,"Socorro, Clarión",NA,NA,S,C,Comparación ,Artículo,Peces_o,1,Taxaonomía,2001,The Eastern Pacific species of Bathygobius (Perciformes : Gobiidae),"P. J. Miller, S. Stefanni","Se define el género de gobios circuntropicales Bathygobius Bleeker y se redescriben tres especies del Pacífico oriental, demostrándose que el patrón de la primera aleta dorsal y las manchas postorbitales son caracteres adicionales de valor diagnóstico. Se reconocen dos especies continentales, la mexicana-panameña B. ramosus Ginsburg 1947 y la panameña B. andrei (Sauvage 1880). B. ramosus se encuentra ahora en la Isla Clarión, Revillagigedos, y también en la Isla del Coco. La variación merística de ramosus se tabula para las poblaciones locales y el análisis PCA de su morfometría sugiere una diferenciación regional en esta especie, con las poblaciones de Tres Marías y Revillagigedos agrupadas lejos del material de tierra firme y Montuosa. Se define una especie insular, B. lineatus (Jenyns 1842) de las Galápagos, con B. arundelii (Garman 1899) de la isla Clipperton y B. l. lupinus Ginsburg 1947 de Lobos de Afuera, frente a Perú, como subespecies nominales de lineatus. Esta especie se parece más a B. fuscus del Indo-Pacífico occidental y a B. soporator de la cuenca atlántica que a ramosus y andrei y puede ser producto de la dispersión transpacífica. Se discute un origen similar para B. ramosus, pero parece más probable que tanto B. ramosus como B. andrei tengan especies hermanas caribeñas.",Identificación genérica 
Revillagigedo,Todas,RP,SB,S,C,Directo,Artículo,Invertebrados,1,Taxonomía y distribución,2001,"Taxonomía y distribución de los corales hermatípicos (Scleractinia) del Archipiélago de Revillagigedo, México",J. T. Ketchum y H. Reyes-Bonilla ,"A pesar de algunos informes detallados recientes sobre los corales escleractinios del Archipiélago de Revillagigedo, los trabajos taxonómicos sobre esta fauna han sido escasos. Por consiguiente, se necesita una base taxonómica sólida, especialmente para apoyar estudios posteriores a nivel de comunidad. Durante cinco viajes de campo (entre 1990 y 1995) se realizaron recolecciones a diferentes profundidades en tres de las islas del archipiélago: Socorro, Clarión y San Benedicto. En total se recogieron 250 especímenes. Las identificaciones de los corales se realizaron mediante métodos de coocurrencia concomitantes con sus descripciones, diagnósticos e ilustraciones a partir de varias publicaciones, y con análisis morfológicos. Las distribuciones de los corales se tomaron de la bibliografía. Se describen veintidós especies de corales escleractinios zooxantelados, con su distribución geográfica local y mundial, y cada una ilustrada con macro y microfotografías. También se incluyen claves de los géneros y especies del archipiélago. Porites y Pocillopora exhiben la mayor riqueza de especies con una gran variación intraespecífica, así como una serie de convergencias morfológicas dentro y entre especies que forman complejos de especies, y varias especies y morfos nuevos. Clarion, la isla más antigua y aislada del archipiélago, alberga varios morfos de coral que probablemente sean nuevas especies. Más de la mitad de las especies encontradas en los Revillagigedos se distribuyen exclusivamente en islas oceánicas del Pacífico oriental y cerca de un tercio sólo existen en este archipiélago. Los Revillagigedos presentan grandes similitudes faunísticas y comparten varias especies endémicas con el atolón de Clipperton, todo lo cual apoya la idea de que estas islas constituyen una subregión biogeográfica separada dentro del Pacífico oriental. Por último, el presente documento corrobora la hipótesis de que los Revillagigedos son importantes islas de paso para la migración de especies marinas costeras del Pacífico central al oriental.", Identificación de los corales se llevó a cabo mediante la técnica de co-ocurrencia 
Revillagigedo,"San Benedicto, Socorro",NA,SB,S,NA,Directo,Artículo,Aves,1,Divulgación,2001,"Observaciones sobre aves marinas en las Islas San Benedicto y Socorro, Archipielago de Revillagigedo","H. Reyes-Bonilla, C. Roberto, J. Ketchum-Mejía","En el presente trabajo se presenta una aproximación de la composición de la avifauna de Socorro y San Benedictio, dado al poco esfuerzo aplicado. Como resultados se presenta un listado taxónomico de especies y subespecies",Observación de aves 
Revillagigedo,Todas,RP,SB,S,C,Comparación ,Artículo,Mamíferos marinos,1,"Distribución, Migración",2000,Migratory destinations of humpback whales wintering in the Mexican Pacific,"Urbán R., Jaramillo L., Aguayo L. , P. Ladrón de Guevara P. , M. Salinas Z, C. Alvarez F., L. Medrano G., J.K. Jacobsen, K.C. Balcomb, D.E. Claridge, J. Calambokidis, G.H. Steiger, J.M. Straley, O. von Ziegesar, J.M. Waite, S. Mizroch, M.E. Dahlheim, J.D. Darling y Baker, C. S.","Describe los patrones migratorios de las ballenas jorobadas en el Océano Pacífico oriental. Los autores encontraron que las ballenas jorobadas del Pacífico mexicano migran a diferentes áreas de alimentación en el Pacífico norte, incluidas las aguas de la costa de California, Columbia Británica y Alaska. El estudio también identificó varias rutas migratorias y sitios de escala utilizados por las ballenas durante su viaje. ","Telemetría satelital, fotoidentificación"
Revillagigedo,Todas,RP,SB,S,C,Comparación ,Artículo,Invertebrados,1,Distribution,1999,Distribución geográfica y depredación de Porites lobata (Anthozoa:Scleractinia) en la costa occidental de México,"H. Reyes-Bonilla, Tito Livio Pérez Vivar, James T. Ketchum Mejía","El coral hermatípico Porites lobata Dana, 1846 es una de las especies más importantes de las comunidades coralinas arrecifales centroamericanas, registrada en México sólo en 1992, en elArchipeIago Revillagigedo. Este trabajo describe la distribución geográfica y la depredación de P. lobata en la costa occidental de México, con base en observaciones de campo y datos de literatura. La especie se distribuye en México en una franja costera de unos 200 km, desde Nayarit (20"" N) hasta Colima (19"" N), y en las Islas Revillagigedo (18° N); P. lobata no se da en el Golfo de California (23"" a 30"" N), ni en comunidades coralinas situadas entre 17"" N e ISO N. ' Su distribución disjunta puede explicarse considerando a los Revillagigedos como emisores de larvas hacia tierra firme, utilizando la Contracorriente Norecuatorial como mecanismo de dispersión. Comparando las comunidades coralinas donde se encuentra P. lobata, ésta es más abundante en los Revillagigedos que en el continente. Sin embargo, el daño por depredadores parece ser mayor en Nayarit-Jalisco-Colima que en las islas oceánicas, posiblemente porque los peces coralívoros eran menos abundantes en el laner. La densidad de población de bioeroders coralinos (esponjas, polYchaetes, sipinculans y bivalvos) en P. lobata fue similar y a veces mayor en los Révillagigedos que en los lugares costeros, lo que sugiere la posibilidad de un diferencial de productividad prilllllfY entre esos lugares.",Densidad poblacional 
Hawaii y Revillagigedo ,NA,NA,NA,NA,NA,Comparación ,Artículo,Mamíferos marinos,1,Distribution,1999,Acoustic detections of singing humpback whales (Megaptera novaeangliae) in the eastern North Pacific during their northbound migration,"T.F. Norris, M.M. Donald, J. Barlow","Se realizaron numerosas (84) detecciones acústicas de ballenas jorobadas cantando durante un crucero de investigación de primavera (08 marzo-09 junio 1997) para estudiar los cachalotes en el Pacífico Norte central y oriental. Se inspeccionaron acústicamente más de 15.000 km de líneas de seguimiento utilizando un conjunto de hidrófonos remolcados. Además, se desplegaron 83 sonoboyas por toda la zona de estudio. Las tasas de detección fueron mayores a finales de marzo, cerca de las islas hawaianas, y a principios de abril, al noreste de las islas. Sólo se detectó un ejemplar después de abril. Las tasas de detección de las sonoboyas fueron desiguales en tres regiones longitudinales del área de estudio divididas por igual. Dos grupos de alta densidad de detecciones se produjeron aproximadamente a 1200-2000 km al noreste de las islas hawaianas y se atribuyeron a una gran agregación de animales migratorios. La distribución de estas detecciones corrobora los resultados de estudios anteriores. Es posible que estos animales mantuvieran contacto acústico durante la migración. Se detectaron dos agrupaciones inesperadas de ballenas cantoras aproximadamente entre 900 y 1000 km al oeste del centro y sur de California. La ubicación de estas detecciones puede indicar una ruta de migración no documentada previamente entre una zona de cría en alta mar, como las Islas Revillagigedo, México, y posibles zonas de alimentación en el Pacífico Norte occidental o el Mar de Bering.",Detecciones acusticas (Hidrófonos)
Revillagigedo,Socorro y Clarión,NA,NA,S,C,Comparación ,Artículo,Invertebrados,1,Taxonomía/Distribución,1998,"Sobre una colección de talasínidos (Crustacea: Decapoda) de la costa del Pacífico de México, con la descripción de una especie nueva del género Biffarius.","Hernández-Aguilera, J. L. ",Se obtuvo una colección de camarones talasínidos en hábitats de zonas intermareales y submareales de islas y bahías del Pacifico Tropical Mexicano. Además se descubre una especie nueva.,Colección taxonómica
Revillagigedo,Isla Socorro,NA,NA,S,NA,Directo,Artículo,Invertebrados,1,Sedimentación corales,1998,"Daños por sedimentación a las comunidades coralinas del sur de la Isla Socorro, Archipiélago de Revillagigedo, México","E.Ochoa-López, H. Reyes?Bonilla, J. Ketchum-Mejía","Este trabajo documenta los impactos sufridos en 1994 por las comunidades coralinas de las bahías Braithwaite, Vargas Lozano y Binners, situadas al sur de la Isla Socorro, Archipiélago de Revillagigedo (lS”N), luego de un evento de sedimentación excesiva causado por un aporte de terrígenos provenientes de la porción superficial de la isla. Este fenómeno ocurrió probablemente debido a la grave erosión de la zona sur de Socorro, originada por el sobrepastoreo y el tránsito de la población de borregos ferales (Ovis aries L.), que han causado serias pérdidas de suelo en la localidad. El sedimento dañó en particular a las colonias coralinas de Bahía Braithwaite y disminuyó sensiblemente el área rocosa ocupable por otros invertebrados marinos. Las diferencias aparentes de los niveles de desarrollo de las comunidades coralinas del norte y sur de la Isla Socorro pueden deberse a la ocurrencia de repetidos eventos de este tipo en el pasado, pues los borregos han habitado la isla por más de un siglo. Este trabajo presenta el primer registro de daños por sedimentación a comunidades marinas de islas oceánicas en el Pacífico de México.",Cobertura coralina 
Revillagigedo,Todas,RP,SB,S,C,Comparación ,Artículo,Peces_o,1,Taxonomía,1998,"Acanthemblemaria atrata and Acanthemblemaria mangognatha, new species of eastern Pacific  barnacle blennies (Chaenopsidae) from Isla del Coco, Costa Rica, and  Islas Revillagigedo, Mexico, and their relationships with other barnacle blennies","P. Hastings, D. R. Robertson","Se describen dos nuevas especies de Chaenopsid blennies del Pacífico oriental tropical: Acanthemblemaria atrata, endémica de la Isla del Coco (Costa Rica), y Acanthemblemaria mangognatha, endémica de las Islas Revillagigedo (México). Ambas son miembros del grupo de especies hancocki, denominadas aquí ""blenios percebeiros"" por su hábito de ocupar las pruebas de percebes vacantes. El barnacle blenny de Coco se diferencia de otros miembros de este grupo por tener grandes manchas azules iridiscentes en el labio superior, típicamente dos poros sensoriales bilaterales comunes, morfos de coloración anillada y oscura y por ser relativamente pequeño. Está estrechamente emparentado con A. hancocki del continente centroamericano y con A. stephensi de la Isla de Malpelo. Revillagigedo barnacle blenny difiere de otros miembros del grupo de especies hancocki en que tiene la hilera central de espinas interorbitales agrandada y en que sus mandíbulas inferiores son de color naranja y púrpura. Está estrechamente emparentado con el A. macrospilus del sur de México y el Golfo de California. Las dos nuevas especies, junto con sus parientes más cercanos, forman un grupo monofilético de cinco especies alopátricas restringidas al Pacífico oriental tropical. Se proporcionan fotografías en color de las dos nuevas especies, de todos los demás miembros del grupo de especies hancocki (A. balanorum, A. rivasi, A. castroi, A. macrospilus, A. hancocki y A. stephensi) y de A crockert, la especie hermana de este grupo.",Descripción taxonómica
Revillagigedo,Socorro,NA,NA,S,NA,Directo,Artículo,Geología,1,Geoquímica,1997,"Genesis of silicic peralkaline volcanic rocks in an ocean island setting by crustal melting and open-system processes: Socorro Island, Mexico","Bohrson, W. y Reid, M.","Analiza el origen de las rocas volcánicas peralcalinas silícicas encontradas en la isla Socrro. El estudio sugiere que las rocas se formaron a través de una combinación de derretimiento de la corteza y procesos de sistema abierto, con la participación de una fuente de magma profundamente arraigada. En general, proporcionan información sobre los procesos que pueden contribuir a la formación de rocas volcánicas en islas oceánicas.",Isótopos
Revillagigedo,Socorro,NA,NA,S,NA,Directo,Nota de investigación,Hongos,1,Registro de hongos entomopatógenos,1997,"Detección de Metarhizium flavoviride sobre Schistocerca piceifrons piceifrons (Orthoptera: Acrididae) en la Isla Socorro, Archipielago de Revillagigedo, México.","Hernandez-Velazquez, V. M., Berlanga, A. M. y Garza, E.","Se realizó la busqueda de hongos entomopatógenos en el área de estudio, encontrando que M. flavoviride, se presenta de manera natural en la isla Socorro. ",Busqueda de hongos entomopatógenos
Revillagigedo,Socorro,NA,NA,S,NA,Directo,Artículo,Artrópodo,1,Descripción de especie,1996,"Especie nueva de ácarp plumícola del género Chiasmalges (Acari: Psoroptoididae), con la descripción de su serie de desarrollo ontogenético.","Pérez, T. M. y Ramírez, J.J.","Estudio taxonómico basado en 279 ejemplares, en donde se incluye el desarrollo ontogenetico del acaro plumicola. ",Descripción de desarrollo ontogenetico y taxonomía
Revillagigedo,Todas,RP,SB,S,C,Comparación,Artículo,Algas,1,Biogeografía ,1996,"Affinities of the marine flora of the Revillagigedo Islands, Mexico","H. León-Tejera, E. Serviere-Zaragoza y J. González-González ","La flora de algas bentónicas descrita para las islas Revillagigedo comprende 205 taxones específicos infraespecíficos: 42 Chlorophyta, 29 Phaeophyta y 134 Rhodophyta. Esta flora insular comparte 131 taxones (54%) con otras regiones del Pacífico mexicano y 74 (36%) están restringidos aparentemente a las islas. Ciento tres taxa (50%) se comparten con áreas del Pacífico tropical mexicano, 69 (34%) con el Pacífico templado cálido de México y 66 (32%) con La Paz, la zona de transición entre el Pacífico tropical y templado cálido de México. Considerando regiones más generales, la flora de las Islas Revillagigedo incluye taxa de distribución aparentemente restringida (34 spp., 16.6%), exclusivamente tropical (51 spp., 25%) y de amplia distribución en el Pacífico oriental (33 spp., 16%). Aun cuando consideramos que el inventario de la flora de las Islas Revillagigedo y en menor grado de la flora del Pacífico oriental tropical es todavía incompleto y requiere de mayor estudio taxonómico, la comparación florística muestra una mayor afinidad de la flora de las Islas Revillagigedo con el Pacífico tropical mexicano que con cualquier otra parte de México.",Listado taxonómico 
Revillagigedo,Socorro,NA,NA,S,NA,Directo,Artículo,Aves,1,Estatus poblacional,1996,"Detección de Metarhizium flavoviride sobre Schistocerca piceifrons piceifrons (Orthoptera: Acrididae) en la Isla Socorro, Archipielago de Revillagigedo, México.","R. Rodriguez-Estrella, J.L. Leon de la Luz, A. Breceda, A. Castellanos, J. Cancino, J. Llinas","La isla Socorro alberga la mayor diversidad vegetal y animal de las islas Revillagigedo. Ocho especies de aves terrestres endémicas (un género endémico y siete subespecies endémicas) están presentes actualmente en la isla. Una especie endémica se ha extinguido y la situación de otra subespecie endémica es incierta. Cuarenta especies visitantes (tanto estacionales como accidentales) representan la avifauna terrestre no endémica de la isla. En este trabajo presentamos datos cuantitativos sobre la abundancia y densidad de la avifauna endémica y sobre el grado de alteración del hábitat en la isla Socorro. Encontramos que la riqueza de especies vegetales, la densidad de plantas y el número de estratos vegetales en las zonas menos perturbadas están positivamente relacionados con la densidad de aves. La sencilla estructura de la comunidad y el frágil ecosistema de la isla se ven ahora amenazados por varios factores, como el pastoreo excesivo de ovejas, la erosión, la depredación por gatos salvajes y las perturbaciones humanas. Por lo tanto, proponemos que la isla se proteja mediante un plan de gestión integrada de los recursos y se designe como zona legalmente protegida. Se necesitan de inmediato cinco estrategias de gestión. Por último, proponemos trabajar conjuntamente con militares mexicanos para gestionar, mejorar y preservar los ecosistemas de la isla Socorro.","Abundancia, densidad, riqueza específica"
Revillagigedo,Socorro,NA,NA,S,NA,Comparación,Artículo,Mamíferos marinos,1,Genética de poblaciones,1995,"Diversity and distribution of mitochondrial DNA lineages among humpback whales, Megaptera novaeangliae, in the Mexican Pacific Ocean","L. Medrano-González, A. Aguayo?Lobo, J. Urbán-Ramírez, C. S. Bake","Investigamos la diversidad del ADN mitocondrial (ADNmt) de las ballenas jorobadas, Megaptera novaeangliae, que invernan en la costa del Pacífico Mexicano y las Islas Revillagigedo. Amplificamos y secuenciamos un fragmento variable de la región de control del ADNmt a partir de muestras de piel de 65 ballenas y las comparamos con secuencias publicadas de ballenas de otros hábitats regionales. Entre las ballenas jorobadas mexicanas, distinguimos ocho haplotipos que difieren en 0.31 -3.75% a lo largo de una secuencia consenso de 320 pares de bases. Un sitio de restricción diagnóstico fuera de la secuencia consenso identificó un noveno haplotipo común. Una reconstrucción filogenética de las secuencias de la región de control reveló dos agrupaciones principales: un grupo AE, común en todo el Pacífico Norte, y un grupo CF, estrechamente relacionado con los haplotipos del hemisferio sur. Encontramos un grado significativo de subdivisión geográfica en las zonas de hibernación del Pacífico Norte oriental. Dentro de México, las ballenas de las Islas Revillagigedo están débil pero significativamente diferenciadas de las de la costa del Pacífico mexicano. Nuestros datos también sugieren que los haplotipos de ADNmt se distribuyen clínicamente a lo largo de la costa americana del Pacífico y planteamos la hipótesis de que la distribución actual de estos linajes entre las ballenas jorobadas del Pacífico Norte oriental está probablemente asociada a los cambios climáticos posteriores a la última glaciación.",ADN mitocondrial
Revillagigedo,San Benedicto,NA,SB,NA,NA,Directo,Artículo,Invertebrados,1,Taxonomía y distribución,1995,"Asteroidea y Echinoidea (Echinodermata) de Isla San Benedicto, Archipiélago de Revillagigedo, México",H. Reyes-Bonilla,"La fauna de equinodermos de México ha sido estudiada principalmente en localidades del macizo continental. Este trabajo presenta el primer listado sistemático de las especies de las clases Asteroidea y Echinoidea de la Isla San Benedicto, Archipiélago de Revillagigedo, obtenidas luego de una visita a la isla en mayo de 1995. Durante el trabajo de campo se colectaron especimenes y se hicieron revisiones de cinco localidades usando buceo autónomo (El Bajo, Caletilla Banda, el delta de lava, Rocas Trinidad y Rocas del arrecife). También se identificaron las especies y se tomaron datos sobre sus abundancias relativas, tallas y actividades de alimentación. En San Benedicto se encontraron siete especies de las clases mencionadas: los asteroideas Acanthaster planci, Mithrodia bradleyi y Linckia sp, y los equinoideos Diadema mexicanum, Tripneusies depressus. Eucidaris thouarsil y Echinometra vanbranti. La mayoría de ellos fueron observados en todos los sitios visitados, con excepción del delta de lava; donde casi no habia invertebrados vivos. La estrella de mar Nidorellia armata fué registrada para la isla en 1974, e incluyéndola el listado sistemático actual de ambas clases de equinodermos alcanza sólo 8 especies. la riqueza más baja de las conocidas en las Revillagigedo. Desde el punto de vista geográfico, la mayoría de los asteroideos presentaron afinidades con la fauna del Indo-Pacifico, mientras que los erizos y N. armata son de afinidad Panámica. Esta notable diferencia se debe en parte a la influencia de tres corrientes importantes (las de California y Costa Rica, con dirección al oeste y la Contracorriente Norecuatorial, que se mueve hacia el ente), las cuales transportan larvas de diferentes provincias zoogeográficas. La discrepancia también debe ser causada por las diferencias en la historia de vida y el tiempo de desarrollo de estas clases de equinodermos. Finalmente, la ubicuidad mostrada por las algas coralinas incrustantes y la abundancia de enzos herbivoros indican, que este grupo tiene un mayor efecto como consumidor en el ecosistema de agua somera de San Benedicto, que las estrellas de mar omnivoras",Identificación taxonómica
Revillagigedo,Socorro,NA,NA,S,NA,Directo,Artículo,Invertebrados,1,Aspectos ecológicos,1994,"Ecological aspects of the land crab Gecarcinus planatus (Decapoda: Gecarcinidae) in Socorro island, Mexico.","C. Jiménez, Ortega-Rubio, A., Alvarez-Cárdenas, S. y Arnaud, G.","A través del método de marcaje-recaptura se estimó la densidad poblacional y se determinaron la densidad poblacional. Así mismo, se registró la estructura y fenología, determinando que la densidad de cangrejos está relacionada con la cobertura de árboles, particularmente con Ficus cotinifolia",Densidad y estructura comunitaria
Revillagigedo,Socorro,NA,NA,S,NA,Directo,Artículo,Invertebrados,1,Distribución,1994,"Range extension of Psammocora superfisialis (Scleractinia: Thamnasteriidae) to Isla Socorro, Revillagigedo Archipielago, Colima, México",H. Reyes-Bonilla y J.D Carriquiry,,
Revillagigedo,Socorro,NA,NA,S,NA,Directo,Artículo,Invertebrados,1,Ecología ,1994,"Fauna malacológica bentónica del litoral de Isla Socorro, Revillagigedo, México","Mille-Pagaza, S., Pérez-Chi, A. y Holguín-Quiñones, O.","Se analiza la riqueza específica y composición de los moluscos de isla Socorro, en tres campanas (febrero y mayo, 1991; marzo, 1992). En las dos últimas, se estudia además densidad y frecuencia re- lativas Se aplican el índice de valor de importancia (IVI) y los de similitud de Jaccard y Morisita. El grupo de los moluscos mejor representado en toda la isla fue el de los gasterópodos, de los cuales se encontraron 23 especies en febrero, 33 en mayo y 39 en marzo. La bahía con más riqueza específica en las tres campañas fue la Vargas Lozano (25 especies en febrero, 30 en mayo y 33 en marzo), por- que tiene oleaje menos intenso, que determina mayor estabilidad del sustrato, y recibe gran aporte de nutrientes de los barcos, en comparación con el resto de las localidades. La mayor densidad relativa se registró en mayo en la bahía Playa Blanca NE (38.9%) y en marzo en la bahía Playa Norte E (24.1%). El IVI muestra que en ambas campañas las mismas especies ocuparon los primeros niveles en todas las bahías. Las especies comunes para todas las localidades en los dos meses fueron: Isognomon janus y MitrelIa baccata. Los dos índices de similitud utilizados mostraron que las bahías más semejantes son, por una parte, las Grayson, Binners y Braithwaite, con oleaje fuerte y algunas pozas de marea y, por otra, las bahías Vargas Lozano y Playa Blanca SO con las costas rocosas más protegidas. Forman un grupo aparte las bahías Playa Blanca NE y Playa Norte E, que muestran condiciones particulares, la primera con arrecife coralino y la segunda con franjas supra y mesolitorales angostas. ",Campañas de muestreo
Revillagigedo,Todas,RP,SB,S,C,Directo,Artículo,Aves,1,Biogeografía ,1991,"The Avifauna of the Revillagigedo Islands, Mexico: Additional Data and Observations","L. Santaella, A. M. Sada","Las aves marinas son numerosas y diversas, pero sólo incluyen una especie endémica. La avifauna terrestre es relativamente depauperada, pero su grado de endemismo es muy alto. Socorro, la isla más grande y diversa, tiene el mayor número de aves terrestres endémicas, seguida de Clarión, la segunda isla más grande pero más antigua. La más pequeña, Roca Partida, no tiene ninguna, y la segunda isla más pequeña y joven, San Benedicto, sólo tenía una, un chochín roquero (Salpinctes obsoletus exsul), que se extinguió tras la catastrófica erupción volcánica de 1952 (Brattstrom 1990).",Observación de aves
